day,url,author,followers,engage,polarity,intensity,confidence,signals,topic_market
2026-06-03,https://x.com/kovainvest/status/2062196771598577981,kovainvest,13462,37,嘲讽反讽,1,0.5,,混合
2026-06-03,https://x.com/laosanhemao/status/2062171974462521417,laosanhemao,7899,81,恐惧,2,0.7,,美股
2026-06-03,https://x.com/livermoerR/status/2062140651123437817,livermoerR,9792,3,贪婪,2,0.7,喊单,A股
2026-06-03,https://x.com/love_doge123/status/2062148316713087092,love_doge123,48847,51,贪婪,1,0.7,喊单,混合
2026-06-03,https://x.com/mack8858/status/2062146958475837940,mack8858,22785,48,中性,1,0.6,,A股
2026-06-03,https://x.com/monkeyd_long/status/2062183814387102018,monkeyd_long,3631,2,嘲讽反讽,2,0.7,,混合
2026-06-03,https://x.com/naiyin04/status/2062124765729767711,naiyin04,17752,3,中性,1,0.4,,A股
2026-06-03,https://x.com/nvjishi/status/2062162536431259903,nvjishi,60685,59,贪婪,2,0.85,喊单,混合
2026-06-03,https://x.com/otmn454188/status/2062158803811045733,otmn454188,1989,3,中性,1,0.5,,A股
2026-06-03,https://x.com/pcwler66/status/2062120181242163405,pcwler66,59078,250,中性,1,0.6,,A股
2026-06-03,https://x.com/richman999x/status/2062165490982605303,richman999x,787,3,中性,1,0.5,,币圈
2026-06-03,https://x.com/rosesgardeners/status/2062111827987755306,rosesgardeners,730,3,嘲讽反讽,2,0.85,,A股
2026-06-03,https://x.com/simu6668888/status/2062173603513430355,simu6668888,29067,18,贪婪,2,0.6,喊单,A股
2026-06-03,https://x.com/simu6668888/status/2062173935077298206,simu6668888,29067,18,贪婪,2,0.6,喊单,A股
2026-06-03,https://x.com/sixpanny159920/status/2062140360080736316,sixpanny159920,8787,11,贪婪,2,0.7,喊单,A股
2026-06-03,https://x.com/sjjjkiqby9/status/2062137686203498835,sjjjkiqby9,202,12,投降,2,0.75,,A股
2026-06-03,https://x.com/spicycandy00/status/2062144760601784742,spicycandy00,11892,149,贪婪,2,0.85,喊单,混合
2026-06-03,https://x.com/susanryanlin/status/2062120752946811110,susanryanlin,2730,2,恐惧,1,0.5,,混合
2026-06-03,https://x.com/tiany221/status/2062145297464299585,tiany221,19072,88,贪婪,2,0.9,喊单,混合
2026-06-03,https://x.com/web3XWG/status/2062148777310576732,web3XWG,32325,47,中性,1,0.65,,混合
2026-06-03,https://x.com/web__3hero/status/2062179398200230074,web__3hero,2477,44,嘲讽反讽,3,0.8,,币圈
2026-06-03,https://x.com/xiajingfa8/status/2062163890331607539,xiajingfa8,97865,201,贪婪,1,0.5,,A股
2026-06-03,https://x.com/xiaomutoushequ/status/2062196755295608977,xiaomutoushequ,29080,130,贪婪,2,0.8,喊单;新韭菜入场,混合
2026-06-03,https://x.com/xm597760789/status/2062139897822241212,xm597760789,12234,6,中性,1,0.6,,A股
2026-06-03,https://x.com/yangyue992125/status/2062154562124083366,yangyue992125,3955,9,恐惧,2,0.7,,A股
2026-06-03,https://x.com/yangyue992125/status/2062154826298093730,yangyue992125,3955,25,中性,1,0.5,,A股
2026-06-03,https://x.com/yiguxia/status/2062176008120504461,yiguxia,69427,2,恐惧,1,0.6,,A股
2026-06-03,https://x.com/yijiangren/status/2062182420385055136,yijiangren,18353,17,中性,1,0.7,,混合
2026-06-03,https://x.com/yijiangren/status/2062196098022981684,yijiangren,18353,80,中性,1,0.6,,美股
2026-06-04,https://x.com/0xLoki_Zeng/status/2062488627305754641,0xLoki_Zeng,20327,52,恐惧,2,0.6,,混合
2026-06-04,https://x.com/0xMilkRabbit/status/2062470856815919262,0xMilkRabbit,12839,298,中性,1,0.6,喊单,美股
2026-06-04,https://x.com/0xbohe888/status/2062492969249464564,0xbohe888,97486,49,恐惧,2,0.7,,币圈
2026-06-04,https://x.com/0xdahua/status/2062499302019403995,0xdahua,33825,110,贪婪,1,0.6,喊单,混合
2026-06-04,https://x.com/AbbaiareNotte/status/2062513008883147215,AbbaiareNotte,7244,14,贪婪,2,0.6,晒盈利,A股
2026-06-04,https://x.com/Agujiaofu/status/2062513852638519651,Agujiaofu,30228,44,嘲讽反讽,1,0.5,,A股
2026-06-04,https://x.com/Angeloka17/status/2062524072248901912,Angeloka17,18,2,贪婪,3,0.8,,美股
2026-06-04,https://x.com/Aw3ff_/status/2062517158702199189,Aw3ff_,36854,44,恐惧,1,0.6,,混合
2026-06-04,https://x.com/BNBTC8/status/2062489693875499272,BNBTC8,15003,183,贪婪,2,0.9,喊单,混合
2026-06-04,https://x.com/BTCDTA/status/2062491000929710274,BTCDTA,14495,62,贪婪,1,0.7,喊单,混合
2026-06-04,https://x.com/BTCFREE2025/status/2062555452286910709,BTCFREE2025,9002,2,嘲讽反讽,2,0.6,,混合
2026-06-04,https://x.com/Balder13946731/status/2062541238801518701,Balder13946731,31872,161,贪婪,2,0.6,,美股
2026-06-04,https://x.com/BidaoOfficial/status/2062493986674405618,BidaoOfficial,29985,12,恐惧,2,0.75,,美股
2026-06-04,https://x.com/BitJarvis7/status/2062505267858976848,BitJarvis7,781,3,恐惧,2,0.7,,币圈
2026-06-04,https://x.com/Blazing_Sun1/status/2062534454917423332,Blazing_Sun1,35758,66,嘲讽反讽,2,0.75,,混合
2026-06-04,https://x.com/ChenGuang12545/status/2062523043449315444,ChenGuang12545,1907,3,嘲讽反讽,2,0.6,,混合
2026-06-04,https://x.com/ChenGuang12545/status/2062526111712731147,ChenGuang12545,1907,43,中性,1,0.7,,美股
2026-06-04,https://x.com/CryptoSociety42/status/2062526798479675903,CryptoSociety42,27385,73,贪婪,2,0.6,,混合
2026-06-04,https://x.com/Cryptowushi/status/2062515150649975233,Cryptowushi,39676,59,中性,1,0.6,,混合
2026-06-04,https://x.com/DannyFuyo/status/2062518357379994028,DannyFuyo,159,4,恐惧,1,0.5,,混合
2026-06-04,https://x.com/Deltaking888/status/2062518836805431749,Deltaking888,8630,47,中性,1,0.5,,混合
2026-06-04,https://x.com/Gxba4aUBU7d8TvO/status/2062564584427504087,Gxba4aUBU7d8TvO,50,3,中性,1,0.3,,A股
2026-06-04,https://x.com/Hakushu17/status/2062554086608937283,Hakushu17,172,5,中性,1,0.3,,A股
2026-06-04,https://x.com/Hsn289744493/status/2062562615872889337,Hsn289744493,556,45,中性,1,0.4,,A股
2026-06-04,https://x.com/Jadtrrguson/status/2062518784532054321,Jadtrrguson,10060,102,贪婪,1,0.9,喊单,混合
2026-06-04,https://x.com/LMDFinance/status/2062533939647160748,LMDFinance,17302,32,贪婪,2,0.6,喊单,A股
2026-06-04,https://x.com/Lindaawrf/status/2062537218259108285,Lindaawrf,5897,10,恐惧,1,0.5,,混合
2026-06-04,https://x.com/MJTVHoPin/status/2062530396328173575,MJTVHoPin,233716,3,中性,1,0.6,,混合
2026-06-04,https://x.com/NFTCPS/status/2062493601024848292,NFTCPS,118030,64,贪婪,1,0.7,喊单,混合
2026-06-04,https://x.com/Nonamedexiuzi/status/2062540428533174662,Nonamedexiuzi,2041,27,嘲讽反讽,2,0.7,,混合
2026-06-04,https://x.com/Phoenixyin13/status/2062554736318935249,Phoenixyin13,13465,1005,贪婪,2,0.5,喊单,A股
2026-06-04,https://x.com/QingFengJianZX/status/2062510090247360520,QingFengJianZX,21407,44,贪婪,2,0.7,喊单,A股
2026-06-04,https://x.com/QingFengJianZX/status/2062514416718086533,QingFengJianZX,21407,9,中性,1,0.8,喊单,混合
2026-06-04,https://x.com/SXDST4444/status/2062475624900698283,SXDST4444,52,9,中性,1,0.4,,混合
2026-06-04,https://x.com/SarahAnder39906/status/2062515611436216786,SarahAnder39906,212,2,中性,1,0.5,喊单,A股
2026-06-04,https://x.com/Sean6477/status/2062558079896482046,Sean6477,8,3,嘲讽反讽,2,0.6,,混合
2026-06-04,https://x.com/Steam_Diary123/status/2062481484347576395,Steam_Diary123,48407,137,贪婪,2,0.8,喊单,混合
2026-06-04,https://x.com/TaoRay/status/2062554116841447916,TaoRay,136477,39,中性,1,0.6,喊单,混合
2026-06-04,https://x.com/Teacher_FenChen/status/2062527128827277589,Teacher_FenChen,5623,12,中性,1,0.5,喊单,A股
2026-06-04,https://x.com/TrendDavis/status/2062498965518684630,TrendDavis,1602,3,中性,1,0.5,,混合
2026-06-04,https://x.com/WangNextDoor2/status/2062530357157924973,WangNextDoor2,91295,8,中性,1,0.5,,A股
2026-06-04,https://x.com/Wangduanniao/status/2062505054452760823,Wangduanniao,97880,197,中性,2,0.5,,币圈
2026-06-04,https://x.com/Web32049/status/2062476507130573033,Web32049,6044,7,中性,1,0.6,喊单,混合
2026-06-04,https://x.com/Web3Eden01/status/2062475937497968786,Web3Eden01,18531,67,贪婪,2,0.85,喊单,混合
2026-06-04,https://x.com/XXY177/status/2062466907144679904,XXY177,95570,45,贪婪,1,0.6,,混合
2026-06-04,https://x.com/YouTiaoFinance/status/2062529458427334740,YouTiaoFinance,27882,3,中性,1,0.8,,混合
2026-06-04,https://x.com/_7t/status/2062562875391275268,_7t,9807,30,嘲讽反讽,2,0.5,,混合
2026-06-04,https://x.com/a2013bc/status/2062557677386166601,a2013bc,1636,32,嘲讽反讽,2,0.5,,混合
2026-06-04,https://x.com/aa02551o/status/2062516101540676030,aa02551o,2620,12,贪婪,2,0.7,晒盈利,A股
2026-06-04,https://x.com/agintender/status/2062490423617261630,agintender,34323,80,恐惧,2,0.7,,混合
2026-06-04,https://x.com/allen5951/status/2062474313501163957,allen5951,6550,3,贪婪,1,0.5,,混合
2026-06-04,https://x.com/allen5951/status/2062538417788133630,allen5951,6550,3,恐惧,1,0.5,,混合
2026-06-04,https://x.com/allen5951/status/2062544609730023681,allen5951,6550,4,中性,1,0.3,,A股
2026-06-04,https://x.com/andypiggie/status/2062527840957132939,andypiggie,4048,23,贪婪,1,0.85,喊单,混合
2026-06-04,https://x.com/aslop2/status/2062516756527333598,aslop2,78,13,嘲讽反讽,1,0.5,,A股
2026-06-04,https://x.com/awenwenfeng/status/2062479991221502418,awenwenfeng,10399,81,中性,1,0.5,喊单,混合
2026-06-04,https://x.com/bboczeng/status/2062473717020827754,bboczeng,222029,97,中性,1,0.5,,美股
2026-06-04,https://x.com/bebe700800/status/2062516931857694912,bebe700800,15,14,嘲讽反讽,2,0.7,,A股
2026-06-04,https://x.com/bit_sister/status/2062508385820713114,bit_sister,9453,31,中性,1,0.6,喊单,混合
2026-06-04,https://x.com/biupa/status/2062515252395495728,biupa,24353,111,中性,1,0.6,,币圈
2026-06-04,https://x.com/chuanyang666/status/2062521145853940155,chuanyang666,1265,11,嘲讽反讽,2,0.6,,混合
2026-06-04,https://x.com/chuge857/status/2062543898392850644,chuge857,41951,4,贪婪,1,0.5,,混合
2026-06-04,https://x.com/chuge857/status/2062552880536764488,chuge857,41951,10,恐惧,2,0.7,,混合
2026-06-04,https://x.com/cnfinancewatch/status/2062540550704976127,cnfinancewatch,122371,13,恐惧,1,0.6,喊单,A股
2026-06-04,https://x.com/dafangbigfang/status/2062498646168657950,dafangbigfang,8077,53,嘲讽反讽,2,0.7,,美股
2026-06-04,https://x.com/dapangdun/status/2062537354490093770,dapangdun,30743,31,贪婪,1,0.5,,币圈
2026-06-04,https://x.com/darrencao2024/status/2062552257460064297,darrencao2024,22840,56,贪婪,2,0.6,,美股
2026-06-04,https://x.com/duchaoqun151/status/2062521254507397223,duchaoqun151,9471,11,贪婪,3,0.85,,A股
2026-06-04,https://x.com/duchaoqun151/status/2062523319983956243,duchaoqun151,9471,42,嘲讽反讽,2,0.7,,混合
2026-06-04,https://x.com/edwordkaru/status/2062529670982316381,edwordkaru,11886,75,中性,1,0.7,喊单,混合
2026-06-04,https://x.com/efe206925896290/status/2062476888090841585,efe206925896290,33206,118,贪婪,2,0.8,喊单,混合
2026-06-04,https://x.com/entropy_01/status/2062480944200810625,entropy_01,8113,8,嘲讽反讽,1,0.6,,美股
2026-06-04,https://x.com/esrhengwu/status/2062552918834950392,esrhengwu,5987,4,贪婪,1,0.4,喊单,币圈
2026-06-04,https://x.com/fkscamlee/status/2062533318156189700,fkscamlee,1417,75,嘲讽反讽,3,0.85,,混合
2026-06-04,https://x.com/freearkshaw/status/2062516052303761448,freearkshaw,18005,4,恐惧,2,0.7,,混合
2026-06-04,https://x.com/freearkshaw/status/2062517465826119761,freearkshaw,18005,10,贪婪,1,0.4,,混合
2026-06-04,https://x.com/fxtrader/status/2062509450448298356,fxtrader,400199,266,中性,1,0.7,,美股
2026-06-04,https://x.com/gork/status/2062484264977826219,gork,428567,0,中性,1,0.6,,美股
2026-06-04,https://x.com/haoge567/status/2062510988751163620,haoge567,4391,4,贪婪,2,0.8,喊单,混合
2026-06-04,https://x.com/hassanyehiaa/status/2062489243436663078,hassanyehiaa,13424,64,贪婪,2,0.9,喊单,混合
2026-06-04,https://x.com/hf7140354141435/status/2062527527122575690,hf7140354141435,4,3,贪婪,1,0.5,,A股
2026-06-04,https://x.com/hwj5451620/status/2062493268512997767,hwj5451620,809,19,恐惧,1,0.5,,币圈
2026-06-04,https://x.com/i_m_m_/status/2062471216800186389,i_m_m_,23768,109,贪婪,2,0.85,喊单,混合
2026-06-04,https://x.com/jacklau2021/status/2062522153808068805,jacklau2021,91,2,中性,1,0.3,,混合
2026-06-04,https://x.com/kefuxiaohe/status/2062467740636774566,kefuxiaohe,2539,57,嘲讽反讽,2,0.8,,币圈
2026-06-04,https://x.com/kilasuelika/status/2062539204232622474,kilasuelika,69,3,嘲讽反讽,2,0.7,,混合
2026-06-04,https://x.com/knowyourself518/status/2062550839097733279,knowyourself518,11743,39,中性,1,0.5,,混合
2026-06-04,https://x.com/lala58190/status/2062535251914821651,lala58190,34,5,贪婪,2,0.4,新韭菜入场,A股
2026-06-04,https://x.com/lala58190/status/2062544447989334492,lala58190,34,17,中性,1,0.3,,A股
2026-06-04,https://x.com/lianyiming159/status/2062510351858729137,lianyiming159,10773,25,贪婪,2,0.8,喊单,混合
2026-06-04,https://x.com/livermoerR/status/2062510889815953620,livermoerR,9792,17,贪婪,2,0.7,喊单,A股
2026-06-04,https://x.com/lixinbao_X/status/2062536624064602320,lixinbao_X,21905,12,嘲讽反讽,2,0.6,,A股
2026-06-04,https://x.com/lixinbao_X/status/2062558150939791529,lixinbao_X,21905,202,中性,1,0.6,,A股
2026-06-04,https://x.com/lllddd8888/status/2062502303450710120,lllddd8888,11136,69,贪婪,2,0.85,喊单,混合
2026-06-04,https://x.com/lumingxi2025/status/2062526502483402956,lumingxi2025,2184,3,嘲讽反讽,2,0.6,,混合
2026-06-04,https://x.com/mao_rocky/status/2062535353899065774,mao_rocky,9327,6,中性,2,0.4,,混合
2026-06-04,https://x.com/marco49205757/status/2062519170772910188,marco49205757,41,7,贪婪,1,0.5,,A股
2026-06-04,https://x.com/neostify/status/2062518134247190746,neostify,1055,4,恐惧,1,0.5,,混合
2026-06-04,https://x.com/raymonl111/status/2062506958557433952,raymonl111,407,13,嘲讽反讽,2,0.7,,混合
2026-06-04,https://x.com/satireorcry1/status/2062510961072676977,satireorcry1,39079,106,嘲讽反讽,3,0.85,,A股
2026-06-04,https://x.com/simu6668888/status/2062553858879222192,simu6668888,29067,2,中性,1,0.5,,A股
2026-06-04,https://x.com/szyqaq/status/2062489554813366296,szyqaq,4512,12,贪婪,2,0.85,喊单,混合
2026-06-04,https://x.com/tinlngrn14/status/2062539573092401451,tinlngrn14,64,5,嘲讽反讽,2,0.5,,混合
2026-06-04,https://x.com/tuolaji2024/status/2062564027650498754,tuolaji2024,44904,62,嘲讽反讽,2,0.5,,混合
2026-06-04,https://x.com/two3pro/status/2062492709957595569,two3pro,4458,3,嘲讽反讽,2,0.8,,美股
2026-06-04,https://x.com/ululazmi27/status/2062526178389615051,ululazmi27,9204,23,中性,1,0.6,,A股
2026-06-04,https://x.com/wang202688/status/2062520214361886790,wang202688,1078,3,中性,1,0.4,,A股
2026-06-04,https://x.com/wangjupaian/status/2062527522051604809,wangjupaian,154142,108,中性,1,0.7,,混合
2026-06-04,https://x.com/wangsir1w/status/2062527207579218068,wangsir1w,2717,4,中性,1,0.7,,混合
2026-06-04,https://x.com/wangsir1w/status/2062529843955134619,wangsir1w,2717,2,中性,1,0.7,,美股
2026-06-04,https://x.com/wangsir1w/status/2062530896121491700,wangsir1w,2717,11,中性,1,0.7,,混合
2026-06-04,https://x.com/wangwatchworld/status/2062525157412130958,wangwatchworld,243636,199,恐惧,2,0.8,,混合
2026-06-04,https://x.com/weichixuyan/status/2062510460487033201,weichixuyan,463,6,恐惧,2,0.6,,币圈
2026-06-04,https://x.com/wjyyy_l/status/2062534208099094974,wjyyy_l,64,3,恐惧,2,0.6,喊单,币圈
2026-06-04,https://x.com/yhfromsh/status/2062524706021114145,yhfromsh,62,9,恐惧,1,0.4,,混合
2026-06-04,https://x.com/yifaer_chen/status/2062515472390877260,yifaer_chen,258119,620,嘲讽反讽,2,0.7,晒盈利,混合
2026-06-04,https://x.com/z0072024/status/2062529299417366734,z0072024,40685,11,贪婪,1,0.4,晒盈利,A股
2026-06-05,https://x.com/0X_4444/status/2062863572523532518,0X_4444,9627,68,中性,1,0.6,喊单,币圈
2026-06-05,https://x.com/0x_nezha/status/2062898633239126342,0x_nezha,10953,50,投降,2,0.7,,混合
2026-06-05,https://x.com/0xldb/status/2062896187766984941,0xldb,7483,7,中性,1,0.55,,币圈
2026-06-05,https://x.com/Airdrop_Guard/status/2062924293391208948,Airdrop_Guard,52836,48,恐惧,2,0.75,,混合
2026-06-05,https://x.com/AmberTreelet/status/2062906287525105727,AmberTreelet,4243,2,嘲讽反讽,2,0.75,,混合
2026-06-05,https://x.com/Anbzydd520/status/2062924865871745147,Anbzydd520,24737,29,恐惧,2,0.75,,混合
2026-06-05,https://x.com/BMCJ888/status/2062868522183926073,BMCJ888,16176,59,中性,1,0.6,,A股
2026-06-05,https://x.com/Beacon985/status/2062901964900561235,Beacon985,25520,105,中性,1,0.7,喊单,币圈
2026-06-05,https://x.com/Bitchenlan_XBT/status/2062882132146655632,Bitchenlan_XBT,834,3,嘲讽反讽,2,0.75,晒盈利,混合
2026-06-05,https://x.com/Bitebishuqin/status/2062883954869575819,Bitebishuqin,19574,166,贪婪,2,0.7,喊单,混合
2026-06-05,https://x.com/Blazing_Sun1/status/2062925578567815213,Blazing_Sun1,35758,56,恐惧,2,0.7,,混合
2026-06-05,https://x.com/CEOLei/status/2062914315594985738,CEOLei,2359,8,贪婪,1,0.7,喊单,混合
2026-06-05,https://x.com/ChinaWhaleETH/status/2062860845085032909,ChinaWhaleETH,43663,90,嘲讽反讽,3,0.7,晒盈利,混合
2026-06-05,https://x.com/CoLoR4399/status/2062911913432871360,CoLoR4399,30,4,贪婪,2,0.8,喊单,混合
2026-06-05,https://x.com/Deltaking888/status/2062897828117238011,Deltaking888,8630,115,贪婪,2,0.7,喊单;晒逃顶,美股
2026-06-05,https://x.com/Dragonhau66/status/2062902910606843912,Dragonhau66,18429,53,中性,1,0.5,,混合
2026-06-05,https://x.com/Dragonhau66/status/2062903194309554271,Dragonhau66,18429,11,中性,1,0.55,喊单,混合
2026-06-05,https://x.com/DtDt666/status/2062908394336559581,DtDt666,208044,154,中性,1,0.6,喊单,币圈
2026-06-05,https://x.com/Ed_x0101/status/2062920427052363896,Ed_x0101,82219,49,贪婪,3,0.8,喊单,币圈
2026-06-05,https://x.com/EmberCN/status/2062875876250005697,EmberCN,146883,40,贪婪,1,0.6,喊单,币圈
2026-06-05,https://x.com/EmberCN/status/2062879113879359529,EmberCN,146883,50,中性,1,0.6,喊单,币圈
2026-06-05,https://x.com/EmberCN/status/2062926817250758749,EmberCN,146883,74,恐惧,2,0.65,喊单,币圈
2026-06-05,https://x.com/EricCha56645415/status/2062867624711905746,EricCha56645415,755,2,中性,1,0.3,,混合
2026-06-05,https://x.com/EthanZhaiD/status/2062910506093125937,EthanZhaiD,1843,3,贪婪,1,0.5,,A股
2026-06-05,https://x.com/Felix_Hsu/status/2062909262867927401,Felix_Hsu,15918,21,嘲讽反讽,2,0.65,,混合
2026-06-05,https://x.com/GaryDu18/status/2062854119656976561,GaryDu18,14830,336,贪婪,1,0.5,,美股
2026-06-05,https://x.com/HTX_Live/status/2062895136863129883,HTX_Live,5418,5,中性,1,0.6,喊单,混合
2026-06-05,https://x.com/Kathydotxyz/status/2062869811169018275,Kathydotxyz,5361,20,中性,1,0.7,,混合
2026-06-05,https://x.com/KristinaX_MEXC/status/2062866902217797876,KristinaX_MEXC,1333,10,贪婪,1,0.9,喊单,混合
2026-06-05,https://x.com/LeigeSee/status/2062877079994237428,LeigeSee,18553,7,嘲讽反讽,2,0.5,,A股
2026-06-05,https://x.com/LordWilliamUK/status/2062898269026431105,LordWilliamUK,22339,154,贪婪,2,0.8,喊单;晒逃顶,美股
2026-06-05,https://x.com/LuBtc888/status/2062865517799456977,LuBtc888,82775,87,中性,1,0.6,,A股
2026-06-05,https://x.com/LuckyJoyCat/status/2062918145111884122,LuckyJoyCat,194,2,嘲讽反讽,2,0.7,新韭菜入场,混合
2026-06-05,https://x.com/McGrady8898/status/2062869403914715407,McGrady8898,4132,3,恐惧,1,0.3,,A股
2026-06-05,https://x.com/Mingo688/status/2062859808286630127,Mingo688,1071,5,恐惧,2,0.7,,混合
2026-06-05,https://x.com/MrWANGPE/status/2062875505934979356,MrWANGPE,18,6,贪婪,2,0.7,喊单,美股
2026-06-05,https://x.com/NICOLASYANGX/status/2062895689261318491,NICOLASYANGX,6610,67,贪婪,1,0.65,,美股
2026-06-05,https://x.com/Novicetrader888/status/2062897690770276803,Novicetrader888,2117,11,恐惧,1,0.6,,美股
2026-06-05,https://x.com/OrdzWorld/status/2062887326297288981,OrdzWorld,22864,22,贪婪,2,0.75,喊单,币圈
2026-06-05,https://x.com/Phoenixyin13/status/2062881241137926290,Phoenixyin13,13465,33,嘲讽反讽,2,0.6,,混合
2026-06-05,https://x.com/PotatoX_xyz/status/2062912702121639938,PotatoX_xyz,3296,7,嘲讽反讽,2,0.6,,A股
2026-06-05,https://x.com/R5Z5G/status/2062904013772005711,R5Z5G,69275,79,贪婪,2,0.85,喊单,混合
2026-06-05,https://x.com/SenYe10/status/2062878637918183576,SenYe10,4254,16,投降,2,0.7,,A股
2026-06-05,https://x.com/SixOnWallSt/status/2062899878951588048,SixOnWallSt,25662,81,恐惧,2,0.75,,美股
2026-06-05,https://x.com/SoundOfHope_SOH/status/2062882211385204878,SoundOfHope_SOH,344778,2,恐惧,2,0.6,,A股
2026-06-05,https://x.com/SupFin/status/2062919528124711375,SupFin,116698,131,贪婪,2,0.7,喊单,A股
2026-06-05,https://x.com/Ueueueuwn/status/2062875497022042350,Ueueueuwn,36257,119,贪婪,2,0.8,喊单,A股
2026-06-05,https://x.com/VanuatuDSP/status/2062842579507683433,VanuatuDSP,319,17,恐惧,2,0.6,喊单,混合
2026-06-05,https://x.com/VentLane/status/2062893072581796111,VentLane,6743,16,投降,2,0.7,,A股
2026-06-05,https://x.com/WifeYourong/status/2062912472063832361,WifeYourong,48754,51,嘲讽反讽,2,0.65,,混合
2026-06-05,https://x.com/Wilsonchen1101/status/2062871810484633898,Wilsonchen1101,12338,22,恐惧,1,0.5,,混合
2026-06-05,https://x.com/YIYONG19680604/status/2062868521898709431,YIYONG19680604,2720,5,贪婪,2,0.7,喊单,A股
2026-06-05,https://x.com/YouTiaoFinance/status/2062900439910117411,YouTiaoFinance,27882,2,中性,1,0.6,,A股
2026-06-05,https://x.com/Zh_Crypto517/status/2062875927793586215,Zh_Crypto517,12659,55,嘲讽反讽,2,0.6,,混合
2026-06-05,https://x.com/allen5951/status/2062879643427086545,allen5951,6550,2,投降,2,0.7,,混合
2026-06-05,https://x.com/artiscipher/status/2062914808714846559,artiscipher,338,1,中性,1,0.55,,A股
2026-06-05,https://x.com/baispx/status/2062857828243759212,baispx,21728,53,恐惧,2,0.6,,美股
2026-06-05,https://x.com/bibisister0508/status/2062923566551814411,bibisister0508,10949,10,贪婪,2,0.7,喊单,混合
2026-06-05,https://x.com/bixiaochao/status/2062897474818408704,bixiaochao,31670,114,贪婪,2,0.85,喊单,混合
2026-06-05,https://x.com/blockTVBee/status/2062864243888955501,blockTVBee,31208,73,恐惧,2,0.6,,混合
2026-06-05,https://x.com/bn_anxiaojiang/status/2062916988595503232,bn_anxiaojiang,5166,1,贪婪,2,0.65,,混合
2026-06-05,https://x.com/btc_789/status/2062914528325869805,btc_789,37026,44,嘲讽反讽,1,0.55,,混合
2026-06-05,https://x.com/caozhen672/status/2062885756813951351,caozhen672,1364,2,嘲讽反讽,2,0.7,,A股
2026-06-05,https://x.com/cnfinancewatch/status/2062876188503322948,cnfinancewatch,122371,30,贪婪,1,0.6,喊单,A股
2026-06-05,https://x.com/cnfinancewatch/status/2062899929019023863,cnfinancewatch,122371,3,恐惧,1,0.65,,混合
2026-06-05,https://x.com/cnfinancewatch/status/2062908957493170201,cnfinancewatch,122371,11,恐惧,1,0.55,,A股
2026-06-05,https://x.com/cnfinancewatch/status/2062915564423754100,cnfinancewatch,122371,23,恐惧,2,0.7,晒逃顶,A股
2026-06-05,https://x.com/cnsncl/status/2062899746046693574,cnsncl,61,2,嘲讽反讽,2,0.65,,混合
2026-06-05,https://x.com/crypto_Abao/status/2062886608182169881,crypto_Abao,8018,31,恐惧,2,0.65,,混合
2026-06-05,https://x.com/crypto_jiuchuan/status/2062887529226096900,crypto_jiuchuan,1683,5,贪婪,3,0.8,喊单,币圈
2026-06-05,https://x.com/dreamisland69/status/2062919498966122628,dreamisland69,1813,4,恐惧,2,0.7,晒逃顶,混合
2026-06-05,https://x.com/fly2_1M/status/2062920975495413771,fly2_1M,4709,9,恐惧,2,0.7,,混合
2026-06-05,https://x.com/gongtongfuyushe/status/2062909343331402150,gongtongfuyushe,11921,25,恐惧,2,0.7,晒逃顶,混合
2026-06-05,https://x.com/hanking66/status/2062877954695483451,hanking66,44074,174,恐惧,1,0.5,喊单,美股
2026-06-05,https://x.com/hanking66/status/2062924175854162353,hanking66,44074,537,贪婪,2,0.8,喊单,美股
2026-06-05,https://x.com/happypaidaxing/status/2062895138394030340,happypaidaxing,7712,132,恐惧,3,0.8,,美股
2026-06-05,https://x.com/hazenlee/status/2062868109875355814,hazenlee,71764,23,中性,1,0.8,喊单,混合
2026-06-05,https://x.com/hebi555/status/2062925849293451775,hebi555,415426,74,嘲讽反讽,2,0.6,,混合
2026-06-05,https://x.com/huanbaqu/status/2062917369052455335,huanbaqu,21,90,恐惧,2,0.65,,A股
2026-06-05,https://x.com/i932367740/status/2062919357039272372,i932367740,568,5,贪婪,2,0.7,喊单,A股
2026-06-05,https://x.com/jiujinshan2022/status/2062846787728359858,jiujinshan2022,93110,193,贪婪,3,0.8,晒盈利,币圈
2026-06-05,https://x.com/jocyiosg/status/2062912253238870076,jocyiosg,9949,65,恐惧,1,0.55,,币圈
2026-06-05,https://x.com/jt588888/status/2062887971452576065,jt588888,14558,1,中性,1,0.4,,混合
2026-06-05,https://x.com/junjieBTC/status/2062905904274829404,junjieBTC,21745,8,贪婪,2,0.65,喊单,币圈
2026-06-05,https://x.com/kangke666666/status/2062898491383550440,kangke666666,178621,5,嘲讽反讽,1,0.6,,A股
2026-06-05,https://x.com/laosanhemao/status/2062902754067218482,laosanhemao,7899,62,嘲讽反讽,2,0.7,,混合
2026-06-05,https://x.com/lipan7130534/status/2062880751620936134,lipan7130534,1816,11,嘲讽反讽,1,0.6,,A股
2026-06-05,https://x.com/livermoerR/status/2062890482842435959,livermoerR,9792,6,贪婪,2,0.8,喊单,A股
2026-06-05,https://x.com/monkeyjiang/status/2062855887094722932,monkeyjiang,105521,60,贪婪,2,0.7,晒盈利,美股
2026-06-05,https://x.com/myway5678/status/2062878405033382353,myway5678,562,7,恐惧,2,0.75,,A股
